date,pv_change_fiscal_event,G,T,Positive_G,Negative_G,Positive_T,Negative_T,LLM_Driver,LLM_Explanation
1947-03-28,-0.4912179117081021,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-03-28 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-02,0.4921325286815201,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-05-02 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-12,-8.271539476987307,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-05-12 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-05-13,0.4924199797303086,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-05-13 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-23,0.5293726448803657,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-05-23 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-28,2.543637587598442,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-05-28 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-09,4.22269139288842,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-06-09 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-17,2.855808795271398,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-06-17 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-06-18,0.2960164371703515,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-06-18 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-06-30,-3.460003393468136,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-06-30 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the fiscal event is related to the ongoing reconstruction efforts in Europe and Japan. The Marshall Plan, which was launched in 1948, aimed to rebuild these countries' economies through infrastructure investments and social programs. Therefore, this event can be classified as 'N' (Neither G nor T), as it does not fit neatly into either category."
1947-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-02,-0.3938574233752605,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-02 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-03,-3.36235055704062,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-03 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-04,-0.8896845639460098,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-04 is not related to a specific government spending (G) or tax change (T). July 4, 1947, marks the first anniversary of the Truman Doctrine, which was a policy shift by President Harry S. Truman to provide economic and military aid to Greece and Turkey to counter Soviet influence in the region. This event is not directly related to government spending or tax changes."
1947-07-07,0.1942236469666462,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-07 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-08,-0.8896845639460143,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-08 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-10,0.8896845639460143,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-10 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-14,-0.0952182781786344,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-14 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-15,-1.179811317794134,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-15 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-17,-0.377627035049357,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-17 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-21,12.41202113045073,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-07-21 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-07,-3.182627936470906,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-08-07 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-21,0.4246951611944773,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-08-21 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-08,-9.546320456182768,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-09-08 is not related to a specific government spending (G) or tax change (T). September 8, 1947, marks the signing of the Treaty of Peace with Japan, which ended the occupation of Japan and marked the country's transition from post-war reconstruction to independence. This event does not involve significant changes in government spending or taxation."
1947-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-22,-0.2288484753952405,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-09-22 is not related to a specific government spending (G) or tax change (T). September 22, 1947, marks the signing of the Treaty of Paris, which officially ended World War II. This event does not involve government spending or taxation."
1947-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-24,-0.4355649364767757,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-10-24 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-06,-5.586691608748897,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-11-06 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-10,2.156719220068869,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-11-10 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-12,-0.0714946276274349,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-11-12 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-01,-3.272001395359756,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-12-01 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the fiscal event is related to the Marshall Plan, which was a comprehensive program of economic aid provided by the United States to Western Europe. The Marshall Plan aimed to rebuild war-torn economies and promote stability in the region. As such, this event is not primarily driven by government spending (G) or tax changes (T), but rather by a broader macroeconomic policy initiative."
1947-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-12,-3.395622853108718,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-12-12 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-12-15,-2.615493410362559,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1947-12-15 is not related to a specific government spending (G) or tax change (T). This date falls during the post-war period, and it's likely that the event is unrelated to fiscal policy. Further analysis would be required to determine the nature of the event."
1947-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1947-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1948-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1948-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1948-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1948-01-06,-6.699838412159616,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1948-01-06 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date in 1948, and without further context, it's impossible to determine whether the event is related to G or T."
1948-01-07,1.675499016751806,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1948-01-07 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date in 1948, and without further context, it's impossible to determine whether the event is related to G or T."
1948-01-08,1.676038430463709,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1948-01-08 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date in 1948, and without further context, it's impossible to determine whether the event is related to G or T."
